"image_name","f_V2","V2","f_V3","target"
"ISIC_0172678",0.06497414,0.0034146404,0.07344151,0.0472767634666667
"ISIC_0174800",0.07534173,0.05746304,0.1450939,0.09263289
"ISIC_0175014",0.05905716,0.027465045,0.16124974,0.0825906483333333
"ISIC_0175798",0.15335532,0.2766517,0.40685833,0.278955116666667
"ISIC_0176152",0.08563707,0.07779751,0.19416523,0.119199936666667
"ISIC_0177083",0.06039362,0.012717596,0.082969636,0.0520269506666667
"ISIC_0178235",0.11928507,0.20903252,0.30269662,0.21033807
"ISIC_0178258",0.08458672,0.12295765,0.16767548,0.125073283333333
"ISIC_0178428",0.052824352,0.13272679,0.29771045,0.161087197333333
"ISIC_0178741",0.04350977,0.06382116,0.27797675,0.128435893333333
"ISIC_0180057",0.021497453,0.03627365,0.12653007,0.0614337243333333
"ISIC_0182213",0.14602388,0.16598801,0.3090085,0.207006796666667
"ISIC_0183334",0.021428602,0.002622003,0.057520013,0.027190206
"ISIC_0183449",0.19344501,0.1230888,0.43872762,0.25175381
"ISIC_0183658",0.05929178,0.0012311704,0.06376869,0.0414305468
"ISIC_0183771",0.092166,0.05327253,0.15884599,0.101428173333333
"ISIC_0186715",0.10306224,0.108327396,0.152175,0.121188212
"ISIC_0187786",0.031381037,0.0040010517,0.048243847,0.0278753119
"ISIC_0188485",0.04954004,0.053937513,0.14587148,0.0831163443333333
"ISIC_0191895",0.1256169,0.15448932,0.2860882,0.188731473333333
"ISIC_0192184",0.0838962,0.057503898,0.23310332,0.124834472666667
"ISIC_0192807",0.035387114,0.012483847,0.029473504,0.0257814883333333
"ISIC_0193289",0.07701202,0.20296405,0.20575261,0.16190956
"ISIC_0194115",0.048836034,0.028852597,0.13430788,0.0706655036666667
"ISIC_0195744",0.11746454,0.045894887,0.15675575,0.106705059
"ISIC_0195995",0.03530756,0.003638483,0.12477387,0.0545733043333333
"ISIC_0196159",0.1745671,0.1553076,0.31535885,0.21507785
"ISIC_0196622",0.03900828,0.001039179,0.07773846,0.039261973
"ISIC_0196807",0.06247269,0.10940277,0.17277126,0.11488224
"ISIC_0197182",0.09422344,0.07792718,0.2536617,0.14193744
"ISIC_0197440",0.07789821,0.07597717,0.17564066,0.10983868
"ISIC_0197860",0.06301491,0.07004068,0.12667353,0.0865763733333333
"ISIC_0198376",0.02206787,0.000764508,0.06355987,0.028797416
"ISIC_0198622",0.03839487,0.006845962,0.06421429,0.0364850406666667
"ISIC_0199195",0.14341323,0.14262019,0.2491489,0.178394106666667
"ISIC_0199718",0.059813242,0.015287588,0.05967852,0.04492645
"ISIC_0199780",0.019473938,0.0013970472,0.042284235,0.0210517400666667
"ISIC_0200120",0.3243236,0.28493097,0.37087932,0.326711296666667
"ISIC_0204399",0.017584277,0.0075261653,0.040807698,0.0219727134333333
"ISIC_0204875",0.02464222,0.0012259578,0.11307981,0.0463159959333333
"ISIC_0205627",0.019423787,0.051352277,0.050910007,0.0405620236666667
"ISIC_0206261",0.042463362,0.022293637,0.15848856,0.0744151863333333
"ISIC_0206934",0.09501151,0.111658216,0.21499331,0.140554345333333
"ISIC_0207197",0.17685343,0.050513502,0.2154512,0.147606044
"ISIC_0208233",0.1719278,0.10751957,0.29705736,0.192168243333333
"ISIC_0209640",0.015429613,0.002173009,0.06829996,0.028634194
"ISIC_0210915",0.051482603,0.095517896,0.18028466,0.109095053
"ISIC_0212435",0.032671828,0.0014611044,0.04957209,0.0279016741333333
"ISIC_0212468",0.06421104,0.03488193,0.10389436,0.0676624433333333
"ISIC_0213848",0.052272346,0.038172048,0.118941166,0.0697951866666667
"ISIC_0216203",0.09455889,0.04460029,0.181634,0.10693106
"ISIC_0216447",0.14082244,0.21152197,0.32681924,0.226387883333333
"ISIC_0220438",0.07532104,0.22064997,0.30551735,0.20049612
"ISIC_0220466",0.05730458,0.108473934,0.17837699,0.114718501333333
"ISIC_0223354",0.05867208,0.008207296,0.115402974,0.0607607833333333
"ISIC_0223463",0.13774955,0.15524282,0.25446334,0.182485236666667
"ISIC_0223760",0.013666503,0.0013429909,0.081234686,0.0320813933
"ISIC_0224309",0.075840674,0.041909937,0.23006071,0.115937107
"ISIC_0225471",0.10161539,0.043249134,0.1641842,0.103016241333333
"ISIC_0225894",0.05438031,0.05544129,0.15678348,0.08886836
"ISIC_0226234",0.013310428,0.0029679437,0.10528057,0.0405196472333333
"ISIC_0227767",0.07430785,0.0072277538,0.05899169,0.0468424312666667
"ISIC_0228452",0.053190034,0.060894538,0.087544836,0.0672098026666667
"ISIC_0229266",0.08290651,0.061414808,0.20028657,0.114869296
"ISIC_0230247",0.021910945,0.004950929,0.07643401,0.0344319613333333
"ISIC_0230499",0.09190009,0.05503555,0.24137086,0.1294355
"ISIC_0231539",0.072096385,0.06777712,0.12130181,0.0870584383333333
"ISIC_0231788",0.048638936,0.03516392,0.09423888,0.0593472453333333
"ISIC_0232763",0.09187771,0.11353343,0.20592183,0.13711099
"ISIC_0235107",0.059543878,0.07775422,0.17330074,0.103532946
"ISIC_0235501",0.14631198,0.1791449,0.24688216,0.19077968
"ISIC_0235505",0.15335612,0.085263856,0.25203323,0.163551068666667
"ISIC_0235542",0.051152345,0.047352906,0.18800169,0.0955023136666667
"ISIC_0238185",0.014302683,0.0015340456,0.071475126,0.0291039515333333
"ISIC_0238872",0.2743506,0.17803693,0.39411762,0.282168383333333
"ISIC_0239635",0.041190505,0.20009796,0.19283767,0.144708711666667
"ISIC_0240839",0.023784852,0.00058168144,0.02662766,0.01699806448
"ISIC_0241566",0.055570472,0.084806524,0.13020423,0.090193742
"ISIC_0243686",0.05015027,0.097886324,0.17810048,0.108712358
"ISIC_0243937",0.06401206,0.033077996,0.18260624,0.0932320986666667
"ISIC_0244266",0.15633264,0.09637737,0.13928059,0.130663533333333
"ISIC_0244465",0.04278055,0.00888961,0.11857608,0.0567487466666667
"ISIC_0244617",0.07854459,0.014549431,0.13545056,0.076181527
"ISIC_0244885",0.10067013,0.039003894,0.060846467,0.0668401636666667
"ISIC_0245273",0.10979498,0.037622,0.1184512,0.0886227266666667
"ISIC_0246008",0.017293021,0.0011522135,0.019761644,0.0127356261666667
"ISIC_0246211",0.07337971,0.050039593,0.12958276,0.084334021
"ISIC_0248702",0.07229773,0.053415198,0.22844379,0.118052239333333
"ISIC_0251455",0.20506175,0.07500916,0.2621927,0.180754536666667
"ISIC_0251656",0.06539626,0.10282308,0.29200882,0.153409386666667
"ISIC_0252811",0.12477692,0.1675015,0.25326726,0.18184856
"ISIC_0254594",0.016839415,0.0023676588,0.12979878,0.0496686179333333
"ISIC_0255112",0.12526353,0.098676406,0.25496146,0.159633798666667
"ISIC_0256267",0.0443327,0.0018486778,0.04549792,0.0305597659333333
"ISIC_0258149",0.07432421,0.11276102,0.16366287,0.116916033333333
"ISIC_0258489",0.09398378,0.08091917,0.18312715,0.119343366666667
"ISIC_0258717",0.050294463,0.05553941,0.2586321,0.121488657666667
"ISIC_0259209",0.113958724,0.09603146,0.2362429,0.148744361333333
"ISIC_0259237",0.13154928,0.072187096,0.108103864,0.103946746666667
"ISIC_0261866",0.24831302,0.16991417,0.17572844,0.19798521
"ISIC_0261904",0.04490417,0.0120492205,0.10761207,0.0548551535
"ISIC_0261907",0.035709467,0.02497665,0.07909181,0.0465926423333333
"ISIC_0262392",0.05282408,0.049697075,0.08301145,0.0618442016666667
"ISIC_0262492",0.08067212,0.046775863,0.12790267,0.0851168843333333
"ISIC_0263920",0.027053922,0.017715164,0.12520482,0.0566579686666667
"ISIC_0265011",0.023223383,0.0072709187,0.07587405,0.0354561172333333
"ISIC_0267082",0.21247797,0.051950097,0.17175,0.145392689
"ISIC_0268025",0.07401827,0.026719129,0.07374638,0.0581612596666667
"ISIC_0268451",0.08487746,0.0767863,0.124322854,0.0953288713333333
"ISIC_0269476",0.008386458,0.0001577278,0.042070966,0.0168717172666667
"ISIC_0270022",0.16391332,0.0921573,0.2254262,0.16049894
"ISIC_0270367",0.018283488,0.035805162,0.14980136,0.0679633366666667
"ISIC_0271223",0.074719526,0.06492758,0.12230849,0.087318532
"ISIC_0272190",0.052578777,0.043655004,0.11262391,0.0696192303333333
"ISIC_0273533",0.045054674,0.058703203,0.09125834,0.0650054056666667
"ISIC_0274458",0.13009997,0.08982038,0.24309409,0.154338146666667
"ISIC_0274698",0.07570091,0.099591434,0.10647387,0.0939220713333333
"ISIC_0274789",0.11253663,0.16433956,0.38177407,0.219550086666667
"ISIC_0276718",0.05976875,0.0065955496,0.110952176,0.0591054918666667
"ISIC_0280382",0.02762121,0.03630661,0.09347144,0.05246642
"ISIC_0280752",0.10488331,0.044234797,0.20461468,0.117910929
"ISIC_0280782",0.16557361,0.1570446,0.20577468,0.176130963333333
"ISIC_0280827",0.08521312,0.1490497,0.15474527,0.129669363333333
"ISIC_0281227",0.024523241,0.08266052,0.051243722,0.052809161
"ISIC_0282269",0.04488522,0.04241806,0.14781111,0.0783714633333333
"ISIC_0282486",0.038534597,0.060402706,0.18850558,0.0958142943333333
"ISIC_0282737",0.098761536,0.11063481,0.199637,0.136344448666667
"ISIC_0284147",0.037247013,0.0014838331,0.03793338,0.0255547420333333
"ISIC_0284441",0.09777836,0.087578915,0.30323485,0.162864041666667
"ISIC_0284485",0.07050501,0.01845672,0.071993835,0.053651855
"ISIC_0285491",0.04341185,0.14434822,0.15731885,0.115026306666667
"ISIC_0285697",0.115534544,0.0975641,0.11033278,0.107810474666667
"ISIC_0286688",0.099595904,0.11289569,0.18347882,0.131990138
"ISIC_0287132",0.014537987,0.018172054,0.05421106,0.0289737003333333
"ISIC_0287325",0.22085027,0.14226696,0.32038757,0.227834933333333
"ISIC_0288225",0.02306287,0.029247964,0.035803564,0.029371466
"ISIC_0290187",0.028071756,0.0011093129,0.019319767,0.0161669453
"ISIC_0291705",0.069334336,0.015981562,0.10166355,0.0623264826666667
"ISIC_0292996",0.09380294,0.067179404,0.18727233,0.116084891333333
"ISIC_0294150",0.09034329,0.08585032,0.22427201,0.13348854
"ISIC_0296540",0.016046762,0.004214757,0.089292765,0.0365180946666667
"ISIC_0297539",0.029775359,0.09156358,0.112618946,0.0779859616666667
"ISIC_0297702",0.035183385,0.037364457,0.063877195,0.0454750123333333
"ISIC_0298417",0.10979211,0.132859,0.28843728,0.177029463333333
"ISIC_0299870",0.11490526,0.14971493,0.17364748,0.146089223333333
"ISIC_0300002",0.09476879,0.06345163,0.076087646,0.0781026886666667
"ISIC_0301547",0.08897066,0.07423141,0.14589667,0.103032913333333
"ISIC_0301769",0.16194983,0.077214964,0.10245884,0.113874544666667
"ISIC_0304467",0.05658174,0.027404487,0.12799624,0.0706608223333333
"ISIC_0304666",0.021667585,0.026057562,0.09406439,0.047263179
"ISIC_0304667",0.1340139,0.12635444,0.15924168,0.139870006666667
"ISIC_0306094",0.030717835,0.006809499,0.10263416,0.046720498
"ISIC_0307004",0.080623046,0.2077104,0.15398975,0.147441065333333
"ISIC_0307411",0.07332525,0.058641065,0.22023948,0.117401931666667
"ISIC_0309192",0.1428579,0.07219478,0.24497391,0.153342196666667
"ISIC_0309503",0.09029945,0.050355446,0.11922296,0.086625952
"ISIC_0310320",0.12445583,0.1885647,0.22872828,0.180582936666667
"ISIC_0311235",0.15984339,0.28197405,0.47569168,0.305836373333333
"ISIC_0311814",0.061405014,0.034697074,0.064573236,0.0535584413333333
"ISIC_0312717",0.10225137,0.009168354,0.121264815,0.077561513
"ISIC_0313675",0.04312167,0.007902182,0.088556565,0.0465268056666667
"ISIC_0317285",0.054213416,0.08310776,0.13199884,0.0897733386666667
"ISIC_0318934",0.013068545,0.0016013598,0.025110101,0.0132600019333333
"ISIC_0319131",0.02316095,0.0067475606,0.07778915,0.0358992202
"ISIC_0319990",0.13339603,0.07429576,0.2890636,0.16558513
"ISIC_0320662",0.02120168,0.00020350651,0.033129673,0.0181782865033333
"ISIC_0321218",0.05249126,0.020263702,0.108603984,0.060452982
"ISIC_0321906",0.100607954,0.09847645,0.12572998,0.108271461333333
"ISIC_0321948",0.060607325,0.03639484,0.13709663,0.0780329316666667
"ISIC_0322514",0.10746447,0.096731216,0.17367637,0.125957352
"ISIC_0327756",0.08441248,0.17525758,0.37403092,0.21123366
"ISIC_0328346",0.05557932,0.010809357,0.023005908,0.029798195
"ISIC_0328687",0.0553965,0.051857244,0.101802595,0.0696854463333333
"ISIC_0328823",0.014946595,0.0029697816,0.04380563,0.0205740022
"ISIC_0329169",0.037957534,0.040230874,0.15343417,0.077207526
"ISIC_0329910",0.047664538,0.052058976,0.12431332,0.0746789446666667
"ISIC_0330060",0.057675302,0.12175995,0.19171965,0.123718300666667
"ISIC_0330886",0.07848429,0.10483285,0.12701069,0.10344261
"ISIC_0332421",0.04214252,0.046564262,0.16800827,0.085571684
"ISIC_0332456",0.1828808,0.23399027,0.2926043,0.23649179
"ISIC_0334179",0.09528136,0.068953566,0.19520664,0.119813855333333
"ISIC_0335244",0.1628787,0.027149692,0.13882206,0.109616817333333
"ISIC_0335886",0.099289425,0.0982201,0.12246599,0.106658505
"ISIC_0336093",0.19399999,0.10131696,0.1514165,0.14891115
"ISIC_0338118",0.108154245,0.17185126,0.12659149,0.135532331666667
"ISIC_0338587",0.07027135,0.044269934,0.19036472,0.101635334666667
"ISIC_0339455",0.07013581,0.050960552,0.1866888,0.102595054
"ISIC_0340198",0.03258015,0.005231025,0.10583854,0.0478832383333333
"ISIC_0340572",0.09133419,0.071722515,0.24015427,0.134403658333333
"ISIC_0341315",0.037930187,0.08052605,0.10482053,0.074425589
"ISIC_0343131",0.07526343,0.12181914,0.24196692,0.14634983
"ISIC_0343283",0.2474674,0.119099714,0.3011501,0.222572404666667
"ISIC_0346766",0.07112196,0.02389147,0.18448775,0.09316706
"ISIC_0347157",0.053482205,0.043697264,0.08639678,0.061192083
"ISIC_0348342",0.06592947,0.05508731,0.24667042,0.1225624
"ISIC_0350347",0.1413394,0.08910343,0.33570406,0.18871563
"ISIC_0350470",0.044432867,0.0011836147,0.082244016,0.0426201659
"ISIC_0351156",0.054614957,0.094907574,0.21286316,0.120795230333333
"ISIC_0351912",0.062110517,0.07071584,0.15561996,0.0961487723333333
"ISIC_0352620",0.0805453,0.06635381,0.23439664,0.127098583333333
"ISIC_0353021",0.037451506,0.019599307,0.068672486,0.0419077663333333
"ISIC_0355377",0.056048214,0.043235976,0.13042869,0.07657096
"ISIC_0358260",0.02390437,0.018212525,0.11996963,0.0540288416666667
"ISIC_0358623",0.027533785,0.0016003745,0.066137925,0.0317573615
"ISIC_0359676",0.023146635,0.023198588,0.11019606,0.0521804276666667
"ISIC_0359720",0.034957487,0.053233285,0.08678571,0.058325494
"ISIC_0361122",0.0696254,0.029977903,0.048004676,0.0492026596666667
"ISIC_0366488",0.1532217,0.14283884,0.14869486,0.1482518
"ISIC_0367795",0.11351491,0.09778517,0.17586915,0.12905641
"ISIC_0367988",0.1567712,0.18650235,0.4651263,0.269466616666667
"ISIC_0368092",0.028803328,0.015957082,0.05396529,0.0329085666666667
"ISIC_0368696",0.03275556,0.0017771291,0.08976936,0.0414340163666667
"ISIC_0369888",0.080309354,0.056068882,0.18364055,0.106672928666667
"ISIC_0370322",0.14583714,0.10808126,0.2512971,0.168405166666667
"ISIC_0371470",0.01634598,0.03149811,0.03300865,0.0269509133333333
"ISIC_0371907",0.14495908,0.07707868,0.17040102,0.130812926666667
"ISIC_0372927",0.13411584,0.07212003,0.20846517,0.13823368
"ISIC_0372955",0.028122075,0.006466036,0.03441487,0.0230009936666667
"ISIC_0372971",0.01762368,0.00031214682,0.090001605,0.03597914394
"ISIC_0373723",0.051802903,0.0148469815,0.06957519,0.0454083581666667
"ISIC_0375431",0.072341986,0.079784475,0.19409025,0.115405570333333
"ISIC_0377642",0.034054052,0.06766968,0.14079814,0.080840624
"ISIC_0378391",0.0664062,0.05731529,0.16740073,0.09704074
"ISIC_0378668",0.12510349,0.1333405,0.26015612,0.172866703333333
"ISIC_0379549",0.012738675,0.00011919441,0.029335618,0.0140644958033333
"ISIC_0380224",0.027452452,0.05694616,0.1316055,0.0720013706666667
"ISIC_0381595",0.21696343,0.11048647,0.24068587,0.18937859
"ISIC_0382931",0.06763032,0.045500513,0.108772315,0.073967716
"ISIC_0383641",0.033991646,0.12920187,0.2048121,0.122668538666667
"ISIC_0383780",0.029204393,0.01717416,0.07530495,0.0405611676666667
"ISIC_0385415",0.27118918,0.23745401,0.47104943,0.326564206666667
"ISIC_0385463",0.120913975,0.033364043,0.11953378,0.0912705993333333
"ISIC_0385865",0.24722487,0.1271237,0.23143147,0.20192668
"ISIC_0388802",0.053850174,0.025415184,0.12225685,0.0671740693333333
"ISIC_0389010",0.103854574,0.109528266,0.31608787,0.176490236666667
"ISIC_0389392",0.06405747,0.066848196,0.22028595,0.117063872
"ISIC_0389675",0.05051173,0.006859424,0.08770454,0.0483585646666667
"ISIC_0390209",0.028488325,0.039290372,0.066873185,0.0448839606666667
"ISIC_0391046",0.20357208,0.12699786,0.3527012,0.227757046666667
"ISIC_0391777",0.010360605,0.00015468751,0.040824354,0.0171132155033333
"ISIC_0392680",0.09230724,0.07673969,0.1726169,0.113887943333333
"ISIC_0392931",0.02052935,0.001480467,0.02904323,0.0170176823333333
"ISIC_0393891",0.116146505,0.0653794,0.16927533,0.116933745
"ISIC_0394533",0.031245643,0.0352255,0.20029038,0.0889205076666667
"ISIC_0394763",0.039622895,0.0017077052,0.016976075,0.0194355584
"ISIC_0394802",0.09635963,0.18080997,0.32919785,0.202122483333333
"ISIC_0395681",0.010325235,0.029606236,0.09656707,0.0454995136666667
"ISIC_0395885",0.0236512,0.0027703394,0.085902005,0.0374411814666667
"ISIC_0398134",0.045073096,0.15368567,0.07442994,0.091062902
"ISIC_0400652",0.013664001,0.0019501451,0.064459436,0.0266911940333333
"ISIC_0401679",0.04914805,0.09342209,0.17047745,0.104349196666667
"ISIC_0403198",0.06307175,0.113429286,0.20641446,0.127638498666667
"ISIC_0406137",0.078942485,0.074988246,0.16893454,0.107621757
"ISIC_0407054",0.01446087,0.0022491624,0.050866444,0.0225254921333333
"ISIC_0407220",0.046532635,0.054308455,0.114505194,0.0717820946666667
"ISIC_0408372",0.029031286,0.0035701192,0.070570536,0.0343906470666667
"ISIC_0408969",0.020443225,0.018216362,0.06834937,0.0356696523333333
"ISIC_0409388",0.058931097,0.05695555,0.10609901,0.073995219
"ISIC_0410649",0.08908858,0.13791211,0.2173823,0.148127663333333
"ISIC_0411243",0.07057183,0.057556886,0.23389421,0.120674308666667
"ISIC_0414776",0.052481886,0.10499522,0.21317561,0.123550905333333
"ISIC_0416431",0.0350581,0.0291783,0.14170986,0.0686487533333333
"ISIC_0416708",0.08287894,0.056445044,0.11775422,0.0856927346666667
"ISIC_0418978",0.032972347,0.0037385866,0.03078571,0.0224988812
"ISIC_0419005",0.2047997,0.11843171,0.23515518,0.186128863333333
"ISIC_0421107",0.063298166,0.11540043,0.23760359,0.138767395333333
"ISIC_0424070",0.07963411,0.0679076,0.19577213,0.114437946666667
"ISIC_0426960",0.067594245,0.017321736,0.06500446,0.0499734803333333
"ISIC_0427371",0.02920837,0.025550785,0.08211202,0.045623725
"ISIC_0429551",0.09941063,0.030264141,0.098084845,0.075919872
"ISIC_0431350",0.038395297,0.068306856,0.0886307,0.065110951
"ISIC_0431499",0.11538539,0.10497966,0.3290472,0.183137416666667
"ISIC_0431738",0.048615456,0.0084215235,0.11584341,0.0576267965
"ISIC_0432133",0.1271819,0.09353291,0.17051291,0.13040924
"ISIC_0432265",0.05214134,0.07613945,0.07816138,0.0688140566666667
"ISIC_0432894",0.06086886,0.016456546,0.14689626,0.0747405553333333
"ISIC_0433895",0.056572217,0.08272753,0.17188202,0.103727255666667
"ISIC_0434253",0.1065697,0.063762605,0.19331606,0.121216121666667
"ISIC_0434274",0.043869138,0.002388807,0.06843171,0.038229885
"ISIC_0434285",0.018432878,0.001363461,0.042342063,0.0207128006666667
"ISIC_0434890",0.2014892,0.16129626,0.12797147,0.163585643333333
"ISIC_0434920",0.06130306,0.017948098,0.07719871,0.052149956
"ISIC_0435283",0.109542035,0.045511458,0.12775223,0.0942685743333333
"ISIC_0435396",0.027992569,0.00981018,0.06569797,0.0345002396666667
"ISIC_0436298",0.07087721,0.07614036,0.15566169,0.100893086666667
"ISIC_0436727",0.052873332,0.06830588,0.15387726,0.0916854906666667
"ISIC_0436779",0.023594355,0.00963741,0.083226,0.038819255
"ISIC_0436884",0.03551513,0.026926791,0.09342229,0.051954737
"ISIC_0437081",0.177375,0.081274725,0.20444672,0.154365481666667
"ISIC_0437384",0.020661924,0.0051262327,0.08487747,0.0368885422333333
"ISIC_0437987",0.11806103,0.16054522,0.13381387,0.137473373333333
"ISIC_0438584",0.060987007,0.19803225,0.2245956,0.161204952333333
"ISIC_0439475",0.05869526,0.064558245,0.09699863,0.0734173783333333
"ISIC_0441244",0.11074058,0.06348627,0.19825804,0.12416163
"ISIC_0442293",0.1707884,0.07206912,0.19967954,0.147512353333333
"ISIC_0442567",0.048077002,0.087599255,0.33320874,0.156294999
"ISIC_0445097",0.034010027,0.0025052184,0.0532629,0.0299260484666667
"ISIC_0446097",0.29894128,0.160527,0.28202263,0.247163636666667
"ISIC_0446287",0.06499476,0.0739203,0.19974446,0.112886506666667
"ISIC_0446447",0.028397368,0.016046053,0.072574906,0.039006109
"ISIC_0448691",0.08504897,0.052271213,0.07657349,0.071297891
"ISIC_0450552",0.057934463,0.041276988,0.13350706,0.077572837
"ISIC_0451155",0.17610727,0.19878839,0.32357046,0.23282204
"ISIC_0451665",0.05802529,0.072890095,0.06507527,0.0653302183333333
"ISIC_0452297",0.022695705,0.041110486,0.06889129,0.0442324936666667
"ISIC_0453555",0.21220297,0.17773302,0.28286067,0.224265553333333
"ISIC_0454124",0.029915223,0.010328872,0.073224604,0.0378228996666667
"ISIC_0454916",0.10189923,0.04772075,0.1516676,0.100429193333333
"ISIC_0456176",0.113365285,0.21778174,0.44433138,0.258492801666667
"ISIC_0456797",0.041422274,0.029098218,0.09852967,0.056350054
"ISIC_0457344",0.08267962,0.073599674,0.1723448,0.109541364666667
"ISIC_0457384",0.072700046,0.030665847,0.111629754,0.0716652156666667
"ISIC_0457494",0.056329727,0.08144518,0.1651393,0.100971402333333
"ISIC_0457530",0.16238065,0.08716804,0.22209902,0.157215903333333
"ISIC_0457688",0.085842766,0.079794146,0.3146707,0.160102537333333
"ISIC_0459718",0.01431938,0.0030859318,0.037894655,0.0184333222666667
"ISIC_0460023",0.008556307,0.003352762,0.054642122,0.0221837303333333
"ISIC_0460170",0.18315029,0.18486173,0.42060375,0.262871923333333
"ISIC_0460323",0.027726432,0.00068094814,0.07499392,0.0344671000466667
"ISIC_0461615",0.12503146,0.068243206,0.18549228,0.126255648666667
"ISIC_0462037",0.02191726,0.004590227,0.075725116,0.0340775343333333
"ISIC_0462120",0.10432625,0.07362004,0.13836007,0.105435453333333
"ISIC_0462327",0.048588943,0.0048420387,0.046513002,0.0333146612333333
"ISIC_0462336",0.034093764,0.0018504513,0.09757182,0.0445053451
"ISIC_0462792",0.019514317,0.0015760075,0.11827994,0.0464567548333333
"ISIC_0463800",0.06504473,0.06305942,0.124154784,0.0840863113333333
"ISIC_0464417",0.03278139,0.20937444,0.19372,0.145291943333333
"ISIC_0465975",0.22031642,0.08334735,0.14522052,0.149628096666667
"ISIC_0467617",0.02005898,0.046108887,0.08790919,0.051359019
"ISIC_0468644",0.1946522,0.07721736,0.16604595,0.145971836666667
"ISIC_0469457",0.07389515,0.11326144,0.16092862,0.116028403333333
